图片路径,子图,子图类型,子图数量
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/simulation-usecase/35/images/FIG5.jpg,a,line chart,5
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/simulation-usecase/35/images/FIG5.jpg,b,molecular structure diagram,5
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/simulation-usecase/35/images/FIG5.jpg,c,molecular structure diagram,5
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/simulation-usecase/35/images/FIG5.jpg,d,molecular structure diagram,5
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/simulation-usecase/35/images/FIG5.jpg,e,molecular structure diagram,5
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/simulation-usecase/35/images/FIG2.jpg,a,molecular structure diagram,3
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/simulation-usecase/35/images/FIG2.jpg,b,molecular structure diagram,3
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/simulation-usecase/35/images/FIG2.jpg,c,molecular structure diagram,3
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/simulation-usecase/35/images/FIG1_a.jpg,a,process flow diagram,1
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/simulation-usecase/35/images/FIG3.jpg,a,molecular structure diagram,20
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/simulation-usecase/35/images/FIG3.jpg,b,molecular structure diagram,20
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/simulation-usecase/35/images/FIG3.jpg,c,molecular structure diagram,20
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/simulation-usecase/35/images/FIG3.jpg,d,molecular structure diagram,20
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/simulation-usecase/35/images/FIG3.jpg,e,molecular structure diagram,20
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/simulation-usecase/35/images/FIG3.jpg,f,molecular structure diagram,20
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/simulation-usecase/35/images/FIG3.jpg,g,molecular structure diagram,20
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/simulation-usecase/35/images/FIG3.jpg,h,molecular structure diagram,20
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/simulation-usecase/35/images/FIG3.jpg,i,molecular structure diagram,20
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/simulation-usecase/35/images/FIG3.jpg,j,molecular structure diagram,20
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/simulation-usecase/35/images/FIG3.jpg,k,molecular structure diagram,20
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/simulation-usecase/35/images/FIG3.jpg,l,molecular structure diagram,20
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/simulation-usecase/35/images/FIG3.jpg,m,molecular structure diagram,20
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/simulation-usecase/35/images/FIG3.jpg,n,molecular structure diagram,20
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/simulation-usecase/35/images/FIG3.jpg,o,molecular structure diagram,20
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/simulation-usecase/35/images/FIG3.jpg,p,molecular structure diagram,20
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/simulation-usecase/35/images/FIG3.jpg,q,molecular structure diagram,20
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/simulation-usecase/35/images/FIG3.jpg,r,molecular structure diagram,20
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/simulation-usecase/35/images/FIG3.jpg,s,molecular structure diagram,20
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/simulation-usecase/35/images/FIG3.jpg,t,molecular structure diagram,20
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/simulation-usecase/33/images/figure_3.jpg,a,molecular structure diagram,1
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/simulation-usecase/33/images/790a18660ab9d0226a6ec3019ccda4733847dfec1a54343f62b838dc7847f716.jpg,a,molecular structure diagram,1
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/simulation-usecase/33/images/b35acb82e9597c3206baf8d7679e948c379656b685ac44115551d8ac049910e0.jpg,a,molecular structure diagram,1
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/simulation-usecase/33/images/c7be3f3d0a3f5b7cce1c5f6182cb538c5a79b547f531c40a02988e69d6a039b3.jpg,b,line chart,1
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/simulation-usecase/33/images/figure_9.jpg,a,line chart,1
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/simulation-usecase/33/images/cba1d77430c4bd6ed5a5504afd5c2392f1a4b2c993a7e48a57351d5ae0b4aace.jpg,a,molecular structure diagram,1
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/simulation-usecase/33/images/figure_10.jpg,a,grouped bar chart,1
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/simulation-usecase/33/images/2c2282f7df6bd2791472996a05fb543334eb45faa350135fb0cae6407836ca72.jpg,a,molecular structure diagram,1
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/simulation-usecase/33/images/6f8c208d5eeed8369bb6e7d350b5e2b595891618c2b42c610dd61687cd3062c6.jpg,a,molecular structure diagram,1
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/simulation-usecase/33/images/cc9fbed4724c2e03825a1724a571a580883d94eab2f9d8da7b0ba0b6e81a9933.jpg,a,molecular structure diagram,1
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/simulation-usecase/33/images/8a80cb301b636349b065c782a8596739ca56704250fa04b4481f225791f3f0a3.jpg,a,scatter plot,1
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/simulation-usecase/33/images/figure_11.jpg,a,reaction scheme,1
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/simulation-usecase/33/images/figure_8.jpg,a,molecular structure diagram,1
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/simulation-usecase/33/images/figure_4.jpg,a,scatter plot,1
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/simulation-usecase/33/images/bb2147e78941420cabd0558aecfe2d61c69848d1799a5371e8b068ca67d22667.jpg,a,molecular structure diagram,1
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/simulation-usecase/33/images/figure_7.jpg,a,grouped bar chart,1
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/simulation-usecase/33/images/fa8b87c2b1d5f083ea93e86b3b26d0d416aaf00adc82d1f1c672e411405f4af6.jpg,a,reaction scheme,1
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/simulation-usecase/33/images/figure_12.jpg,a,multiple scatter plot,1
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/simulation-usecase/33/images/4f80ad6bb517a6a7dc64ff0faf1cdcbf0b92399b65f69269988d6c0387e6b73f.jpg,a,multiple line chart,1
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/simulation-usecase/33/images/figure_6.jpg,a,multiple line chart,1
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/simulation-usecase/33/images/b94211ee987c031d04fc1c773663dd5b6046a6911289984c0ad218c6710765f2.jpg,a,molecular structure diagram,1
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/simulation-usecase/33/images/figure_1.jpg,a,reaction scheme,1
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/simulation-usecase/33/images/54aef25b16ec4f51b16e9d84a9a930c89371e345050a8d628002da041a377e5d.jpg,a,scatter plot,1
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/simulation-usecase/33/images/5a0741b9cb31104e3bf0c320d41212d88295582f7162c53ccbcf255fe718fc88.jpg,a,reaction scheme,1
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/simulation-usecase/33/images/2bf83ee5d0350bda7054684c907c864234acb978fe3ffba9b23eba42a75a8833.jpg,a,multiple scatter plot,1
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/simulation-usecase/33/images/e0b30597d6267e5a8b283de2e5e9336738d2a4221f3476a5194e09ad747a3aec.jpg,a,molecular structure diagram,1
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/simulation-usecase/20/images/figure_3.jpg,a,multiple line chart,1
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/simulation-usecase/20/images/figure_2.jpg,a,reaction scheme,2
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/simulation-usecase/20/images/figure_2.jpg,b,reaction scheme,2
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/simulation-usecase/20/images/figure_5.jpg,a,multiple line chart,1
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/simulation-usecase/20/images/figure_9.jpg,a,multi spectra chart,1
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/simulation-usecase/20/images/figure_10.jpg,a,scatter plot,1
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/simulation-usecase/20/images/figure_11.jpg,a,scatter plot,1
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/simulation-usecase/20/images/figure_8.jpg,a,multi spectra chart,1
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/simulation-usecase/20/images/figure_4.jpg,a,multiple line chart,1
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/simulation-usecase/20/images/1031ad252a919bf5ebb6de059b0cb2450745c4963579f95c04bd7fd326ddfee1.jpg,a,reaction scheme,1
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/simulation-usecase/20/images/figure_7.jpg,a,multi spectra chart,1
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/simulation-usecase/20/images/figure_12.jpg,a,spectra chart,2
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/simulation-usecase/20/images/figure_12.jpg,b,spectra chart,2
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/simulation-usecase/20/images/figure_13.jpg,a,multi spectra chart,1
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/simulation-usecase/20/images/figure_6.jpg,a,contour heatmap,3
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/simulation-usecase/20/images/figure_6.jpg,b,contour heatmap,3
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/simulation-usecase/20/images/figure_6.jpg,c,contour heatmap,3
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/simulation-usecase/20/images/figure_14.jpg,a,spectra chart,2
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/simulation-usecase/20/images/figure_14.jpg,b,spectra chart,2
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/simulation-usecase/20/images/figure_1.jpg,a,molecular structure diagram,2
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/simulation-usecase/20/images/figure_1.jpg,b,molecular structure diagram,2
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/simulation-usecase/27/images/fig_1.jpg,a,device structure diagram,2
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/simulation-usecase/27/images/fig_1.jpg,b,device structure diagram,2
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/simulation-usecase/27/images/fig_7.jpg,a,multiple scatter plot,1
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/simulation-usecase/27/images/fig_10.jpg,a,multiple scatter plot,1
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/simulation-usecase/27/images/fig_11.jpg,a,multi-axis chart,3
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/simulation-usecase/27/images/fig_11.jpg,b,spectra chart,3
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/simulation-usecase/27/images/fig_11.jpg,c,spectra chart,3
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/simulation-usecase/27/images/fig_6.jpg,a,scatter plot,2
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/simulation-usecase/27/images/fig_6.jpg,b,scatter plot,2
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/simulation-usecase/27/images/fig_9.jpg,a,scatter plot,1
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/simulation-usecase/27/images/fig_5.jpg,a,multiple scatter plot,2
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/simulation-usecase/27/images/fig_5.jpg,b,multiple scatter plot,2
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/simulation-usecase/27/images/fig_4.jpg,a,multiple line chart,1
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/simulation-usecase/27/images/fig_8.jpg,a,heatmap,2
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-etching/simulation-usecase/27/images/fig_8.jpg,b,heatmap,2
